TOP.5fa21a5f.00008b1c	START
TOP.5fa2cf43.000b12cb	proc_start	1604505411
TOP.5fa2cf43.000b12cb	proc_stop	1604505419
TOP.5fa2cf43.000b12cb	STOP
TOP.5fa2cfb5.000c62b3	START
TOP.5fa2cfb5.000c62b3	folder_config->cwd	C:\Users\Sebastián\Desktop\T4Cracker\hashcat-6.1.1
TOP.5fa2cfb5.000c62b3	folder_config->install_dir	.
TOP.5fa2cfb5.000c62b3	folder_config->profile_dir	.
TOP.5fa2cfb5.000c62b3	folder_config->session_dir	.
TOP.5fa2cfb5.000c62b3	folder_config->shared_dir	.
TOP.5fa2cfb5.000c62b3	user_options->separator	:
TOP.5fa2cfb5.000c62b3	user_options->encoding_from	utf-8
TOP.5fa2cfb5.000c62b3	user_options->encoding_to	utf-8
TOP.5fa2cfb5.000c62b3	user_options->outfile	C:\Users\Sebastián\Desktop\T4Cracker\exports\test
TOP.5fa2cfb5.000c62b3	user_options->rule_buf_l	:
TOP.5fa2cfb5.000c62b3	user_options->rule_buf_r	:
TOP.5fa2cfb5.000c62b3	user_options->session	hashcat
TOP.5fa2cfb5.000c62b3	user_options->limit	0
TOP.5fa2cfb5.000c62b3	user_options->skip	0
TOP.5fa2cfb5.000c62b3	user_options->attack_mode	0
TOP.5fa2cfb5.000c62b3	user_options->benchmark	0
TOP.5fa2cfb5.000c62b3	user_options->benchmark_all	0
TOP.5fa2cfb5.000c62b3	user_options->bitmap_max	18
TOP.5fa2cfb5.000c62b3	user_options->bitmap_min	16
TOP.5fa2cfb5.000c62b3	user_options->debug_mode	0
TOP.5fa2cfb5.000c62b3	user_options->example_hashes	0
TOP.5fa2cfb5.000c62b3	user_options->force	0
TOP.5fa2cfb5.000c62b3	user_options->hwmon_disable	0
TOP.5fa2cfb5.000c62b3	user_options->hwmon_temp_abort	90
TOP.5fa2cfb5.000c62b3	user_options->hash_mode	0
TOP.5fa2cfb5.000c62b3	user_options->hex_charset	0
TOP.5fa2cfb5.000c62b3	user_options->hex_salt	0
TOP.5fa2cfb5.000c62b3	user_options->hex_wordlist	0
TOP.5fa2cfb5.000c62b3	user_options->hook_threads	8
TOP.5fa2cfb5.000c62b3	user_options->increment	0
TOP.5fa2cfb5.000c62b3	user_options->increment_max	256
TOP.5fa2cfb5.000c62b3	user_options->increment_min	1
TOP.5fa2cfb5.000c62b3	user_options->keep_guessing	0
TOP.5fa2cfb5.000c62b3	user_options->kernel_accel	0
TOP.5fa2cfb5.000c62b3	user_options->kernel_loops	0
TOP.5fa2cfb5.000c62b3	user_options->kernel_threads	0
TOP.5fa2cfb5.000c62b3	user_options->keyspace	0
TOP.5fa2cfb5.000c62b3	user_options->left	0
TOP.5fa2cfb5.000c62b3	user_options->logfile_disable	0
TOP.5fa2cfb5.000c62b3	user_options->loopback	0
TOP.5fa2cfb5.000c62b3	user_options->machine_readable	0
TOP.5fa2cfb5.000c62b3	user_options->markov_classic	0
TOP.5fa2cfb5.000c62b3	user_options->markov_disable	0
TOP.5fa2cfb5.000c62b3	user_options->markov_threshold	256
TOP.5fa2cfb5.000c62b3	user_options->backend_info	0
TOP.5fa2cfb5.000c62b3	user_options->backend_vector_width	0
TOP.5fa2cfb5.000c62b3	user_options->optimized_kernel_enable	0
TOP.5fa2cfb5.000c62b3	user_options->outfile_autohex	1
TOP.5fa2cfb5.000c62b3	user_options->outfile_check_timer	5
TOP.5fa2cfb5.000c62b3	user_options->outfile_format	3
TOP.5fa2cfb5.000c62b3	user_options->wordlist_autohex_disable	0
TOP.5fa2cfb5.000c62b3	user_options->potfile_disable	0
TOP.5fa2cfb5.000c62b3	user_options->progress_only	0
TOP.5fa2cfb5.000c62b3	user_options->quiet	0
TOP.5fa2cfb5.000c62b3	user_options->remove	0
TOP.5fa2cfb5.000c62b3	user_options->remove_timer	60
TOP.5fa2cfb5.000c62b3	user_options->restore	0
TOP.5fa2cfb5.000c62b3	user_options->restore_disable	0
TOP.5fa2cfb5.000c62b3	user_options->restore_timer	60
TOP.5fa2cfb5.000c62b3	user_options->rp_files_cnt	0
TOP.5fa2cfb5.000c62b3	user_options->rp_gen	0
TOP.5fa2cfb5.000c62b3	user_options->rp_gen_func_max	4
TOP.5fa2cfb5.000c62b3	user_options->rp_gen_func_min	1
TOP.5fa2cfb5.000c62b3	user_options->rp_gen_seed	0
TOP.5fa2cfb5.000c62b3	user_options->runtime	0
TOP.5fa2cfb5.000c62b3	user_options->scrypt_tmto	0
TOP.5fa2cfb5.000c62b3	user_options->segment_size	33554432
TOP.5fa2cfb5.000c62b3	user_options->self_test_disable	0
TOP.5fa2cfb5.000c62b3	user_options->slow_candidates	0
TOP.5fa2cfb5.000c62b3	user_options->show	0
TOP.5fa2cfb5.000c62b3	user_options->speed_only	0
TOP.5fa2cfb5.000c62b3	user_options->spin_damp	0
TOP.5fa2cfb5.000c62b3	user_options->status	0
TOP.5fa2cfb5.000c62b3	user_options->status_json	0
TOP.5fa2cfb5.000c62b3	user_options->status_timer	10
TOP.5fa2cfb5.000c62b3	user_options->stdout_flag	0
TOP.5fa2cfb5.000c62b3	user_options->usage	0
TOP.5fa2cfb5.000c62b3	user_options->username	0
TOP.5fa2cfb5.000c62b3	user_options->veracrypt_pim_start	485
TOP.5fa2cfb5.000c62b3	user_options->veracrypt_pim_stop	485
TOP.5fa2cfb5.000c62b3	user_options->version	0
TOP.5fa2cfb5.000c62b3	user_options->workload_profile	2
TOP.5fa2cfb5.000c62b3	user_options->brain_client	0
TOP.5fa2cfb5.000c62b3	user_options->brain_client_features	2
TOP.5fa2cfb5.000c62b3	user_options->brain_server	0
TOP.5fa2cfb5.000c62b3	user_options->brain_server_timer	300
TOP.5fa2cfb5.000c62b3	user_options->brain_port	6863
TOP.5fa2cfb5.000c62b3	user_options->brain_session	0
TOP.5fa2cfb5.000c62b3	hashes->hashfile	C:\Users\Sebastián\Desktop\T4Cracker\archivos_hash\archivo_1
TOP.5fa2cfb5.000c62b3	hashes->hashlist_mode	5
TOP.5fa2cfb5.000c62b3	hashes->hashlist_format	0
TOP.5fa2cfb5.000c62b3	hashes->hashes_cnt	0
TOP.5fa2cfb5.000c62b3	hashes->digests_cnt	1000
TOP.5fa2cfb5.000c62b3	hashes->digests_done	0
TOP.5fa2cfb5.000c62b3	hashes->salts_cnt	1
TOP.5fa2cfb5.000c62b3	hashes->salts_done	0
TOP.5fa2cfb5.000c62b3	SUB.5fa2cfb6.0001b184	START
TOP.5fa2cfb5.000c62b3	SUB.5fa2cfb6.0001b184	straight_ctx->dict	C:\Users\Sebastián\Desktop\T4Cracker\diccionarios\diccionario_2.dict
TOP.5fa2cfb5.000c62b3	SUB.5fa2cfb6.0001b184	runtime_start	1604505526
TOP.5fa2cfb5.000c62b3	SUB.5fa2cfb6.0001b184	runtime_stop	1604505532
TOP.5fa2cfb5.000c62b3	SUB.5fa2cfb6.0001b184	status-after-work	6
TOP.5fa2cfb5.000c62b3	SUB.5fa2cfb6.0001b184	STOP
TOP.5fa2cfb5.000c62b3	proc_start	1604505525
TOP.5fa2cfb5.000c62b3	proc_stop	1604505533
TOP.5fa2cfb5.000c62b3	STOP
TOP.5fa2d394.00045fce	START
TOP.5fa2d394.00045fce	folder_config->cwd	C:\Users\Sebastián\Desktop\T4Cracker\hashcat-6.1.1
TOP.5fa2d394.00045fce	folder_config->install_dir	.
TOP.5fa2d394.00045fce	folder_config->profile_dir	.
TOP.5fa2d394.00045fce	folder_config->session_dir	.
TOP.5fa2d394.00045fce	folder_config->shared_dir	.
TOP.5fa2d394.00045fce	user_options->separator	:
TOP.5fa2d394.00045fce	user_options->encoding_from	utf-8
TOP.5fa2d394.00045fce	user_options->encoding_to	utf-8
TOP.5fa2d394.00045fce	user_options->outfile	C:\Users\Sebastián\Desktop\T4Cracker\exports\hola
TOP.5fa2d394.00045fce	user_options->rule_buf_l	:
TOP.5fa2d394.00045fce	user_options->rule_buf_r	:
TOP.5fa2d394.00045fce	user_options->session	hashcat
TOP.5fa2d394.00045fce	user_options->limit	0
TOP.5fa2d394.00045fce	user_options->skip	0
TOP.5fa2d394.00045fce	user_options->attack_mode	0
TOP.5fa2d394.00045fce	user_options->benchmark	0
TOP.5fa2d394.00045fce	user_options->benchmark_all	0
TOP.5fa2d394.00045fce	user_options->bitmap_max	18
TOP.5fa2d394.00045fce	user_options->bitmap_min	16
TOP.5fa2d394.00045fce	user_options->debug_mode	0
TOP.5fa2d394.00045fce	user_options->example_hashes	0
TOP.5fa2d394.00045fce	user_options->force	0
TOP.5fa2d394.00045fce	user_options->hwmon_disable	0
TOP.5fa2d394.00045fce	user_options->hwmon_temp_abort	90
TOP.5fa2d394.00045fce	user_options->hash_mode	0
TOP.5fa2d394.00045fce	user_options->hex_charset	0
TOP.5fa2d394.00045fce	user_options->hex_salt	0
TOP.5fa2d394.00045fce	user_options->hex_wordlist	0
TOP.5fa2d394.00045fce	user_options->hook_threads	8
TOP.5fa2d394.00045fce	user_options->increment	0
TOP.5fa2d394.00045fce	user_options->increment_max	256
TOP.5fa2d394.00045fce	user_options->increment_min	1
TOP.5fa2d394.00045fce	user_options->keep_guessing	0
TOP.5fa2d394.00045fce	user_options->kernel_accel	0
TOP.5fa2d394.00045fce	user_options->kernel_loops	0
TOP.5fa2d394.00045fce	user_options->kernel_threads	0
TOP.5fa2d394.00045fce	user_options->keyspace	0
TOP.5fa2d394.00045fce	user_options->left	0
TOP.5fa2d394.00045fce	user_options->logfile_disable	0
TOP.5fa2d394.00045fce	user_options->loopback	0
TOP.5fa2d394.00045fce	user_options->machine_readable	0
TOP.5fa2d394.00045fce	user_options->markov_classic	0
TOP.5fa2d394.00045fce	user_options->markov_disable	0
TOP.5fa2d394.00045fce	user_options->markov_threshold	256
TOP.5fa2d394.00045fce	user_options->backend_info	0
TOP.5fa2d394.00045fce	user_options->backend_vector_width	0
TOP.5fa2d394.00045fce	user_options->optimized_kernel_enable	0
TOP.5fa2d394.00045fce	user_options->outfile_autohex	1
TOP.5fa2d394.00045fce	user_options->outfile_check_timer	5
TOP.5fa2d394.00045fce	user_options->outfile_format	3
TOP.5fa2d394.00045fce	user_options->wordlist_autohex_disable	0
TOP.5fa2d394.00045fce	user_options->potfile_disable	0
TOP.5fa2d394.00045fce	user_options->progress_only	0
TOP.5fa2d394.00045fce	user_options->quiet	0
TOP.5fa2d394.00045fce	user_options->remove	0
TOP.5fa2d394.00045fce	user_options->remove_timer	60
TOP.5fa2d394.00045fce	user_options->restore	0
TOP.5fa2d394.00045fce	user_options->restore_disable	0
TOP.5fa2d394.00045fce	user_options->restore_timer	60
TOP.5fa2d394.00045fce	user_options->rp_files_cnt	0
TOP.5fa2d394.00045fce	user_options->rp_gen	0
TOP.5fa2d394.00045fce	user_options->rp_gen_func_max	4
TOP.5fa2d394.00045fce	user_options->rp_gen_func_min	1
TOP.5fa2d394.00045fce	user_options->rp_gen_seed	0
TOP.5fa2d394.00045fce	user_options->runtime	0
TOP.5fa2d394.00045fce	user_options->scrypt_tmto	0
TOP.5fa2d394.00045fce	user_options->segment_size	33554432
TOP.5fa2d394.00045fce	user_options->self_test_disable	0
TOP.5fa2d394.00045fce	user_options->slow_candidates	0
TOP.5fa2d394.00045fce	user_options->show	0
TOP.5fa2d394.00045fce	user_options->speed_only	0
TOP.5fa2d394.00045fce	user_options->spin_damp	0
TOP.5fa2d394.00045fce	user_options->status	0
TOP.5fa2d394.00045fce	user_options->status_json	0
TOP.5fa2d394.00045fce	user_options->status_timer	10
TOP.5fa2d394.00045fce	user_options->stdout_flag	0
TOP.5fa2d394.00045fce	user_options->usage	0
TOP.5fa2d394.00045fce	user_options->username	0
TOP.5fa2d394.00045fce	user_options->veracrypt_pim_start	485
TOP.5fa2d394.00045fce	user_options->veracrypt_pim_stop	485
TOP.5fa2d394.00045fce	user_options->version	0
TOP.5fa2d394.00045fce	user_options->workload_profile	2
TOP.5fa2d394.00045fce	user_options->brain_client	0
TOP.5fa2d394.00045fce	user_options->brain_client_features	2
TOP.5fa2d394.00045fce	user_options->brain_server	0
TOP.5fa2d394.00045fce	user_options->brain_server_timer	300
TOP.5fa2d394.00045fce	user_options->brain_port	6863
TOP.5fa2d394.00045fce	user_options->brain_session	0
TOP.5fa2d394.00045fce	hashes->hashfile	C:\Users\Sebastián\Desktop\T4Cracker\archivos_hash\archivo_1
TOP.5fa2d394.00045fce	hashes->hashlist_mode	5
TOP.5fa2d394.00045fce	hashes->hashlist_format	0
TOP.5fa2d394.00045fce	hashes->hashes_cnt	0
TOP.5fa2d394.00045fce	hashes->digests_cnt	1000
TOP.5fa2d394.00045fce	hashes->digests_done	0
TOP.5fa2d394.00045fce	hashes->salts_cnt	1
TOP.5fa2d394.00045fce	hashes->salts_done	0
TOP.5fa2d394.00045fce	SUB.5fa2d394.00085811	START
TOP.5fa2d394.00045fce	SUB.5fa2d394.00085811	straight_ctx->dict	C:\Users\Sebastián\Desktop\T4Cracker\diccionarios\diccionario_2.dict
TOP.5fa2d394.00045fce	SUB.5fa2d394.00085811	runtime_start	1604506516
TOP.5fa2d394.00045fce	SUB.5fa2d394.00085811	runtime_stop	1604506522
TOP.5fa2d394.00045fce	SUB.5fa2d394.00085811	status-after-work	6
TOP.5fa2d394.00045fce	SUB.5fa2d394.00085811	STOP
TOP.5fa2d394.00045fce	proc_start	1604506516
TOP.5fa2d394.00045fce	proc_stop	1604506523
TOP.5fa2d394.00045fce	STOP
TOP.5fa2d3f7.000d9847	START
TOP.5fa2d3f7.000d9847	folder_config->cwd	C:\Users\Sebastián\Desktop\T4Cracker\hashcat-6.1.1
TOP.5fa2d3f7.000d9847	folder_config->install_dir	.
TOP.5fa2d3f7.000d9847	folder_config->profile_dir	.
TOP.5fa2d3f7.000d9847	folder_config->session_dir	.
TOP.5fa2d3f7.000d9847	folder_config->shared_dir	.
TOP.5fa2d3f7.000d9847	user_options->separator	:
TOP.5fa2d3f7.000d9847	user_options->encoding_from	utf-8
TOP.5fa2d3f7.000d9847	user_options->encoding_to	utf-8
TOP.5fa2d3f7.000d9847	user_options->outfile	C:\Users\Sebastián\Desktop\T4Cracker\exports\dos
TOP.5fa2d3f7.000d9847	user_options->rule_buf_l	:
TOP.5fa2d3f7.000d9847	user_options->rule_buf_r	:
TOP.5fa2d3f7.000d9847	user_options->session	hashcat
TOP.5fa2d3f7.000d9847	user_options->limit	0
TOP.5fa2d3f7.000d9847	user_options->skip	0
TOP.5fa2d3f7.000d9847	user_options->attack_mode	0
TOP.5fa2d3f7.000d9847	user_options->benchmark	0
TOP.5fa2d3f7.000d9847	user_options->benchmark_all	0
TOP.5fa2d3f7.000d9847	user_options->bitmap_max	18
TOP.5fa2d3f7.000d9847	user_options->bitmap_min	16
TOP.5fa2d3f7.000d9847	user_options->debug_mode	0
TOP.5fa2d3f7.000d9847	user_options->example_hashes	0
TOP.5fa2d3f7.000d9847	user_options->force	0
TOP.5fa2d3f7.000d9847	user_options->hwmon_disable	0
TOP.5fa2d3f7.000d9847	user_options->hwmon_temp_abort	90
TOP.5fa2d3f7.000d9847	user_options->hash_mode	0
TOP.5fa2d3f7.000d9847	user_options->hex_charset	0
TOP.5fa2d3f7.000d9847	user_options->hex_salt	0
TOP.5fa2d3f7.000d9847	user_options->hex_wordlist	0
TOP.5fa2d3f7.000d9847	user_options->hook_threads	8
TOP.5fa2d3f7.000d9847	user_options->increment	0
TOP.5fa2d3f7.000d9847	user_options->increment_max	256
TOP.5fa2d3f7.000d9847	user_options->increment_min	1
TOP.5fa2d3f7.000d9847	user_options->keep_guessing	0
TOP.5fa2d3f7.000d9847	user_options->kernel_accel	0
TOP.5fa2d3f7.000d9847	user_options->kernel_loops	0
TOP.5fa2d3f7.000d9847	user_options->kernel_threads	0
TOP.5fa2d3f7.000d9847	user_options->keyspace	0
TOP.5fa2d3f7.000d9847	user_options->left	0
TOP.5fa2d3f7.000d9847	user_options->logfile_disable	0
TOP.5fa2d3f7.000d9847	user_options->loopback	0
TOP.5fa2d3f7.000d9847	user_options->machine_readable	0
TOP.5fa2d3f7.000d9847	user_options->markov_classic	0
TOP.5fa2d3f7.000d9847	user_options->markov_disable	0
TOP.5fa2d3f7.000d9847	user_options->markov_threshold	256
TOP.5fa2d3f7.000d9847	user_options->backend_info	0
TOP.5fa2d3f7.000d9847	user_options->backend_vector_width	0
TOP.5fa2d3f7.000d9847	user_options->optimized_kernel_enable	0
TOP.5fa2d3f7.000d9847	user_options->outfile_autohex	1
TOP.5fa2d3f7.000d9847	user_options->outfile_check_timer	5
TOP.5fa2d3f7.000d9847	user_options->outfile_format	3
TOP.5fa2d3f7.000d9847	user_options->wordlist_autohex_disable	0
TOP.5fa2d3f7.000d9847	user_options->potfile_disable	0
TOP.5fa2d3f7.000d9847	user_options->progress_only	0
TOP.5fa2d3f7.000d9847	user_options->quiet	0
TOP.5fa2d3f7.000d9847	user_options->remove	0
TOP.5fa2d3f7.000d9847	user_options->remove_timer	60
TOP.5fa2d3f7.000d9847	user_options->restore	0
TOP.5fa2d3f7.000d9847	user_options->restore_disable	0
TOP.5fa2d3f7.000d9847	user_options->restore_timer	60
TOP.5fa2d3f7.000d9847	user_options->rp_files_cnt	0
TOP.5fa2d3f7.000d9847	user_options->rp_gen	0
TOP.5fa2d3f7.000d9847	user_options->rp_gen_func_max	4
TOP.5fa2d3f7.000d9847	user_options->rp_gen_func_min	1
TOP.5fa2d3f7.000d9847	user_options->rp_gen_seed	0
TOP.5fa2d3f7.000d9847	user_options->runtime	0
TOP.5fa2d3f7.000d9847	user_options->scrypt_tmto	0
TOP.5fa2d3f7.000d9847	user_options->segment_size	33554432
TOP.5fa2d3f7.000d9847	user_options->self_test_disable	0
TOP.5fa2d3f7.000d9847	user_options->slow_candidates	0
TOP.5fa2d3f7.000d9847	user_options->show	0
TOP.5fa2d3f7.000d9847	user_options->speed_only	0
TOP.5fa2d3f7.000d9847	user_options->spin_damp	0
TOP.5fa2d3f7.000d9847	user_options->status	0
TOP.5fa2d3f7.000d9847	user_options->status_json	0
TOP.5fa2d3f7.000d9847	user_options->status_timer	10
TOP.5fa2d3f7.000d9847	user_options->stdout_flag	0
TOP.5fa2d3f7.000d9847	user_options->usage	0
TOP.5fa2d3f7.000d9847	user_options->username	0
TOP.5fa2d3f7.000d9847	user_options->veracrypt_pim_start	485
TOP.5fa2d3f7.000d9847	user_options->veracrypt_pim_stop	485
TOP.5fa2d3f7.000d9847	user_options->version	0
TOP.5fa2d3f7.000d9847	user_options->workload_profile	2
TOP.5fa2d3f7.000d9847	user_options->brain_client	0
TOP.5fa2d3f7.000d9847	user_options->brain_client_features	2
TOP.5fa2d3f7.000d9847	user_options->brain_server	0
TOP.5fa2d3f7.000d9847	user_options->brain_server_timer	300
TOP.5fa2d3f7.000d9847	user_options->brain_port	6863
TOP.5fa2d3f7.000d9847	user_options->brain_session	0
TOP.5fa2d3f7.000d9847	hashes->hashfile	C:\Users\Sebastián\Desktop\T4Cracker\archivos_hash\archivo_4
TOP.5fa2d3f7.000d9847	hashes->hashlist_mode	5
TOP.5fa2d3f7.000d9847	hashes->hashlist_format	0
TOP.5fa2d3f7.000d9847	hashes->hashes_cnt	0
TOP.5fa2d3f7.000d9847	hashes->digests_cnt	1000
TOP.5fa2d3f7.000d9847	hashes->digests_done	0
TOP.5fa2d3f7.000d9847	hashes->salts_cnt	1
TOP.5fa2d3f7.000d9847	hashes->salts_done	0
TOP.5fa2d3f7.000d9847	SUB.5fa2d3f8.0001f09e	START
TOP.5fa2d3f7.000d9847	SUB.5fa2d3f8.0001f09e	straight_ctx->dict	C:\Users\Sebastián\Desktop\T4Cracker\diccionarios\diccionario_1.dict
TOP.5fa2d3f7.000d9847	SUB.5fa2d3f8.0001f09e	runtime_start	1604506616
TOP.5fa2d3f7.000d9847	SUB.5fa2d3f8.0001f09e	runtime_stop	1604506616
TOP.5fa2d3f7.000d9847	SUB.5fa2d3f8.0001f09e	status-after-work	5
TOP.5fa2d3f7.000d9847	SUB.5fa2d3f8.0001f09e	STOP
TOP.5fa2d3f7.000d9847	proc_start	1604506615
TOP.5fa2d3f7.000d9847	proc_stop	1604506618
TOP.5fa2d3f7.000d9847	STOP
TOP.5fa2d43c.00040444	START
TOP.5fa2d43c.00040444	folder_config->cwd	C:\Users\Sebastián\Desktop\T4Cracker\hashcat-6.1.1
TOP.5fa2d43c.00040444	folder_config->install_dir	.
TOP.5fa2d43c.00040444	folder_config->profile_dir	.
TOP.5fa2d43c.00040444	folder_config->session_dir	.
TOP.5fa2d43c.00040444	folder_config->shared_dir	.
TOP.5fa2d43c.00040444	user_options->separator	:
TOP.5fa2d43c.00040444	user_options->encoding_from	utf-8
TOP.5fa2d43c.00040444	user_options->encoding_to	utf-8
TOP.5fa2d43c.00040444	user_options->outfile	C:\Users\Sebastián\Desktop\T4Cracker\exports\dos
TOP.5fa2d43c.00040444	user_options->rule_buf_l	:
TOP.5fa2d43c.00040444	user_options->rule_buf_r	:
TOP.5fa2d43c.00040444	user_options->session	hashcat
TOP.5fa2d43c.00040444	user_options->limit	0
TOP.5fa2d43c.00040444	user_options->skip	0
TOP.5fa2d43c.00040444	user_options->attack_mode	0
TOP.5fa2d43c.00040444	user_options->benchmark	0
TOP.5fa2d43c.00040444	user_options->benchmark_all	0
TOP.5fa2d43c.00040444	user_options->bitmap_max	18
TOP.5fa2d43c.00040444	user_options->bitmap_min	16
TOP.5fa2d43c.00040444	user_options->debug_mode	0
TOP.5fa2d43c.00040444	user_options->example_hashes	0
TOP.5fa2d43c.00040444	user_options->force	0
TOP.5fa2d43c.00040444	user_options->hwmon_disable	0
TOP.5fa2d43c.00040444	user_options->hwmon_temp_abort	90
TOP.5fa2d43c.00040444	user_options->hash_mode	0
TOP.5fa2d43c.00040444	user_options->hex_charset	0
TOP.5fa2d43c.00040444	user_options->hex_salt	0
TOP.5fa2d43c.00040444	user_options->hex_wordlist	0
TOP.5fa2d43c.00040444	user_options->hook_threads	8
TOP.5fa2d43c.00040444	user_options->increment	0
TOP.5fa2d43c.00040444	user_options->increment_max	256
TOP.5fa2d43c.00040444	user_options->increment_min	1
TOP.5fa2d43c.00040444	user_options->keep_guessing	0
TOP.5fa2d43c.00040444	user_options->kernel_accel	0
TOP.5fa2d43c.00040444	user_options->kernel_loops	0
TOP.5fa2d43c.00040444	user_options->kernel_threads	0
TOP.5fa2d43c.00040444	user_options->keyspace	0
TOP.5fa2d43c.00040444	user_options->left	0
TOP.5fa2d43c.00040444	user_options->logfile_disable	0
TOP.5fa2d43c.00040444	user_options->loopback	0
TOP.5fa2d43c.00040444	user_options->machine_readable	0
TOP.5fa2d43c.00040444	user_options->markov_classic	0
TOP.5fa2d43c.00040444	user_options->markov_disable	0
TOP.5fa2d43c.00040444	user_options->markov_threshold	256
TOP.5fa2d43c.00040444	user_options->backend_info	0
TOP.5fa2d43c.00040444	user_options->backend_vector_width	0
TOP.5fa2d43c.00040444	user_options->optimized_kernel_enable	0
TOP.5fa2d43c.00040444	user_options->outfile_autohex	1
TOP.5fa2d43c.00040444	user_options->outfile_check_timer	5
TOP.5fa2d43c.00040444	user_options->outfile_format	3
TOP.5fa2d43c.00040444	user_options->wordlist_autohex_disable	0
TOP.5fa2d43c.00040444	user_options->potfile_disable	0
TOP.5fa2d43c.00040444	user_options->progress_only	0
TOP.5fa2d43c.00040444	user_options->quiet	0
TOP.5fa2d43c.00040444	user_options->remove	0
TOP.5fa2d43c.00040444	user_options->remove_timer	60
TOP.5fa2d43c.00040444	user_options->restore	0
TOP.5fa2d43c.00040444	user_options->restore_disable	0
TOP.5fa2d43c.00040444	user_options->restore_timer	60
TOP.5fa2d43c.00040444	user_options->rp_files_cnt	0
TOP.5fa2d43c.00040444	user_options->rp_gen	0
TOP.5fa2d43c.00040444	user_options->rp_gen_func_max	4
TOP.5fa2d43c.00040444	user_options->rp_gen_func_min	1
TOP.5fa2d43c.00040444	user_options->rp_gen_seed	0
TOP.5fa2d43c.00040444	user_options->runtime	0
TOP.5fa2d43c.00040444	user_options->scrypt_tmto	0
TOP.5fa2d43c.00040444	user_options->segment_size	33554432
TOP.5fa2d43c.00040444	user_options->self_test_disable	0
TOP.5fa2d43c.00040444	user_options->slow_candidates	0
TOP.5fa2d43c.00040444	user_options->show	0
TOP.5fa2d43c.00040444	user_options->speed_only	0
TOP.5fa2d43c.00040444	user_options->spin_damp	0
TOP.5fa2d43c.00040444	user_options->status	0
TOP.5fa2d43c.00040444	user_options->status_json	0
TOP.5fa2d43c.00040444	user_options->status_timer	10
TOP.5fa2d43c.00040444	user_options->stdout_flag	0
TOP.5fa2d43c.00040444	user_options->usage	0
TOP.5fa2d43c.00040444	user_options->username	0
TOP.5fa2d43c.00040444	user_options->veracrypt_pim_start	485
TOP.5fa2d43c.00040444	user_options->veracrypt_pim_stop	485
TOP.5fa2d43c.00040444	user_options->version	0
TOP.5fa2d43c.00040444	user_options->workload_profile	2
TOP.5fa2d43c.00040444	user_options->brain_client	0
TOP.5fa2d43c.00040444	user_options->brain_client_features	2
TOP.5fa2d43c.00040444	user_options->brain_server	0
TOP.5fa2d43c.00040444	user_options->brain_server_timer	300
TOP.5fa2d43c.00040444	user_options->brain_port	6863
TOP.5fa2d43c.00040444	user_options->brain_session	0
TOP.5fa2d43c.00040444	hashes->hashfile	C:\Users\Sebastián\Desktop\T4Cracker\archivos_hash\archivo_4
TOP.5fa2d43c.00040444	hashes->hashlist_mode	5
TOP.5fa2d43c.00040444	hashes->hashlist_format	0
TOP.5fa2d43c.00040444	hashes->hashes_cnt	0
TOP.5fa2d43c.00040444	hashes->digests_cnt	1000
TOP.5fa2d43c.00040444	hashes->digests_done	0
TOP.5fa2d43c.00040444	hashes->salts_cnt	1
TOP.5fa2d43c.00040444	hashes->salts_done	0
TOP.5fa2d43c.00040444	SUB.5fa2d43c.0007ce91	START
TOP.5fa2d43c.00040444	SUB.5fa2d43c.0007ce91	straight_ctx->dict	C:\Users\Sebastián\Desktop\T4Cracker\diccionarios\diccionario_2.dict
TOP.5fa2d43c.00040444	SUB.5fa2d43c.0007ce91	runtime_start	1604506684
TOP.5fa2d43c.00040444	SUB.5fa2d43c.0007ce91	runtime_stop	1604506684
TOP.5fa2d43c.00040444	SUB.5fa2d43c.0007ce91	status-after-work	5
TOP.5fa2d43c.00040444	SUB.5fa2d43c.0007ce91	STOP
TOP.5fa2d43c.00040444	proc_start	1604506684
TOP.5fa2d43c.00040444	proc_stop	1604506686
TOP.5fa2d43c.00040444	STOP
TOP.5fa2d451.00080b09	START
TOP.5fa2d451.00080b09	folder_config->cwd	C:\Users\Sebastián\Desktop\T4Cracker\hashcat-6.1.1
TOP.5fa2d451.00080b09	folder_config->install_dir	.
TOP.5fa2d451.00080b09	folder_config->profile_dir	.
TOP.5fa2d451.00080b09	folder_config->session_dir	.
TOP.5fa2d451.00080b09	folder_config->shared_dir	.
TOP.5fa2d451.00080b09	user_options->separator	:
TOP.5fa2d451.00080b09	user_options->encoding_from	utf-8
TOP.5fa2d451.00080b09	user_options->encoding_to	utf-8
TOP.5fa2d451.00080b09	user_options->outfile	C:\Users\Sebastián\Desktop\T4Cracker\exports\holados
TOP.5fa2d451.00080b09	user_options->rule_buf_l	:
TOP.5fa2d451.00080b09	user_options->rule_buf_r	:
TOP.5fa2d451.00080b09	user_options->session	hashcat
TOP.5fa2d451.00080b09	user_options->limit	0
TOP.5fa2d451.00080b09	user_options->skip	0
TOP.5fa2d451.00080b09	user_options->attack_mode	0
TOP.5fa2d451.00080b09	user_options->benchmark	0
TOP.5fa2d451.00080b09	user_options->benchmark_all	0
TOP.5fa2d451.00080b09	user_options->bitmap_max	18
TOP.5fa2d451.00080b09	user_options->bitmap_min	16
